LAMMPS input structure data file written by python

978 atoms

3 atom types

8.9392455971937679e-02 1.7807008144028384e+01 xlo xhi
8.9493853400306023e-02 1.7827206546598298e+01 ylo yhi
1.7878639695739906e-01 3.5614312103041584e+01 zlo zhi

Masses

  1  16
  2  1
  3  28.0855

Atoms # charge

1       1       -0.735324       12.3836       6.01618       10.8559
2       2       0.370611       13.2349       5.54323       10.9943
3       2       0.40011       5.45529       9.40868       11.0294
4       1       -0.714937       5.07251       11.267       17.8952
5       2       0.380499       4.41821       11.077       18.5357
6       2       0.349801       3.12373       5.86623       12.8982
7       1       -0.753012       10.8804       16.7462       19.6906
8       2       0.383788       11.4416       17.388       20.1735
9       2       0.372361       11.2223       15.8077       19.7186
10       1       -0.700122       13.1829       11.3122       15.4104
11       2       0.374453       12.2903       11.6999       15.1855
12       2       0.424934       13.8733       11.9557       15.2121
13       1       -0.747016       15.0286       1.48428       14.6341
14       2       0.390994       10.8356       3.61003       16.8893
15       2       0.343402       8.17954       17.5776       23.5905
16       1       -0.668613       11.4787       6.68202       16.7082
17       2       0.340211       10.9048       6.69882       17.467
18       2       0.332048       11.0664       7.49349       16.218
19       1       -0.753201       15.9255       8.14732       9.08221
20       2       0.350375       15.6043       7.84876       9.8898
21       2       0.417207       9.61298       14.6776       11.6869
22       1       -0.735635       8.18485       17.3219       20.2541
23       2       0.340653       7.88905       17.0153       21.0877
24       2       0.379819       9.0668       16.9882       20.1137
25       1       -0.752655       7.82786       13.2788       15.2649
26       2       0.410462       2.31647       13.7702       7.41436
27       2       0.40917       7.63221       12.8007       16.0642
28       1       -0.732473       0.77827       16.4063       23.2635
29       2       0.383063       0.86207       15.4756       23.6913
30       2       0.350841       1.0871       17.0459       23.9679
31       1       -0.723936       9.00044       12.3467       26.5289
32       2       0.396871       8.6817       13.2079       26.2429
33       2       0.431857       10.4861       12.3282       27.5786
34       1       -0.705194       6.33632       13.1041       22.9749
35       2       0.401425       12.4203       17.7996       22.3602
36       2       0.340571       5.40803       13.2773       22.6174
37       1       -0.756169       14.0019       3.35624       10.1925
38       2       0.382889       15.6757       7.47182       8.52055
39       2       0.367853       14.1571       2.44677       10.0002
40       1       -0.729691       17.4224       5.47244       15.0543
41       2       0.355534       17.3294       5.78389       15.9267
42       2       0.34194       0.361285       4.80479       15.1411
43       1       -0.722832       9.97975       11.7327       10.1823
44       2       0.388995       0.80522       6.37217       11.3388
45       2       0.374352       10.7259       11.7953       10.8635
46       1       -0.808759       3.53262       7.459       9.56106
47       2       0.415718       2.55096       7.40065       9.43658
48       2       0.351552       9.45739       13.0577       21.8045
49       1       -0.707286       13.2811       10.8591       18.2557
50       2       0.371497       13.0984       10.8897       17.2476
51       2       0.378312       13.8761       10.0399       18.3397
52       1       -0.81744       0.530146       4.66494       25.8929
53       2       0.44504       16.3518       2.55293       27.7886
54       2       0.374379       16.9719       13.2497       11.7726
55       1       -0.701228       9.53677       7.43019       26.3964
56       2       0.346573       9.57891       7.17401       27.3639
57       2       0.396662       10.1921       8.18193       26.35
58       1       -0.740948       10.914       3.86396       10.8589
59       2       0.348116       10.1054       4.03793       11.4037
60       2       0.384823       11.2817       4.79288       10.7101
61       1       -0.803518       9.18182       16.1163       22.5829
62       2       0.350441       1.94965       10.5989       12.6802
63       2       0.393732       9.96899       16.4736       22.1969
64       1       -0.74559       7.60287       11.68       17.5865
65       2       0.39824       12.143       9.77525       14.297
66       2       0.417788       7.78327       11.7414       18.5412
67       1       -0.769085       11.1512       6.94477       19.6029
68       2       0.368808       13.8874       9.76794       23.9713
69       2       0.342664       10.9323       7.79557       19.2751
70       1       -0.73772       0.714889       6.87093       9.67916
71       2       0.406441       17.3713       11.4599       10.3138
72       2       0.375503       0.292587       7.65277       9.34216
73       1       -0.69963       12.6811       3.29504       12.7831
74       2       0.385772       11.8619       3.64627       12.3238
75       2       0.361056       13.2845       3.29448       11.9924
76       1       -0.785149       8.75657       1.44007       26.1977
77       2       0.338547       1.19768       7.01096       20.1925
78       2       0.397544       8.43879       2.3686       26.2174
79       1       -0.731667       9.00448       13.7204       21.2345
80       2       0.392538       9.00625       14.5744       21.7198
81       2       0.4284       17.615       3.48011       9.70253
82       1       -0.729356       7.47558       7.50841       18.4594
83       2       0.387795       8.15778       8.16664       18.1136
84       2       0.355516       7.46806       7.64285       19.4144
85       1       -0.72451       6.25652       2.94805       14.4436
86       2       0.364225       8.71625       8.31633       21.327
87       2       0.375603       1.46849       10.3894       11.1663
88       1       -0.708247       11.4532       17.5568       22.0619
89       2       0.380145       11.9563       5.19158       19.4884
90       2       0.351385       10.8684       0.649528       22.0943
91       1       -0.738452       2.52886       5.67003       19.0247
92       2       0.360556       2.25451       4.81699       19.2854
93       2       0.411845       9.09926       5.10019       21.1875
94       1       -0.707271       0.18204       15.631       17.5509
95       2       0.360939       17.0656       15.3281       18.0131
