Glass_number,Filename,Si_O_Si_Bond_angle,O_Si_O_bond_angle,number_bridge_oxygen,env_chem_si,env_chem_al,Activation_barrier,initial_water_si_distance,Stress,Shear
glass_num_16,O_13_Si_669,138.6023756,161.1502635,4,4,0,1.173538773,3.45,-0.231791087,0.139653944
glass_num_16,O_403_Si_672,149.2098523,168.9303405,4,4,0,1.666910815,3.006,-0.180314135,8.51E-02
glass_num_16,O_217_Si_687,150.0160838,159.7254734,2,2,0,0.815504395,3.293,-0.220659492,0.117636848
glass_num_17,O_193_Si_593,154.7520948,168.3569903,2,2,0,1.150509448,3.338,-0.182386568,7.62E-02
glass_num_17,O_388_Si_601,149.6310974,176.7287478,3,3,0,1.807398372,3.171,-0.220171057,3.80E-02
glass_num_17,O_574_Si_602,143.4515652,73.1978126,4,4,0,0.176357841,2.918,-0.295624657,0.139905476
glass_num_17,O_562_Si_605,160.0495628,175.6052892,3,3,0,1.480309306,3.325,-0.1879493,0.120436269
glass_num_17,O_508_Si_616,157.1138906,173.8567714,3,3,0,1.372280124,3.217,-0.243750998,8.95E-02
glass_num_17,O_382_Si_620,167.7460101,151.3329698,4,4,0,1.867419446,3.259,-0.150969412,7.69E-02
glass_num_17,O_145_Si_623,136.0200713,152.4027957,3,3,0,0.911626365,3.158,-0.183690546,0.104058347
glass_num_17,O_169_Si_625,148.7575443,164.2040473,4,4,0,1.789919136,3.33,-0.190897792,0.101546585
glass_num_17,O_100_Si_632,149.7204525,166.6030998,4,4,0,1.391249606,3.027,-0.131376421,0.143222946
glass_num_17,O_181_Si_645,132.8396832,168.3686069,3,3,0,1.185038488,3.23,-0.218153095,0.106108989
glass_num_17,O_454_Si_670,122.0456628,165.2657341,4,4,0,0.443096984,2.709,-0.202815347,0.171546499
glass_num_17,O_571_Si_677,162.233856,161.8511302,4,4,0,1.442082179,3.208,-0.237429255,0.114360872
glass_num_17,O_259_Si_695,157.1802467,173.6881545,3,3,0,0.948366023,3.297,-0.234139556,4.12E-02
glass_num_17,O_436_Si_712,160.7813043,160.6774202,4,4,0,1.114602634,3.279,-0.233844443,1.88E-02
glass_num_18,O_199_Si_583,143.1702927,165.291127,4,4,0,1.142117875,3.149,-0.229379701,0.14214453
glass_num_18,O_373_Si_590,144.2789596,155.0072277,4,4,0,1.184926583,3.333,-0.192376813,6.83E-02
glass_num_18,O_475_Si_596,158.7217963,164.4926938,4,4,0,1.050744809,3.418,-0.213136296,8.74E-02
glass_num_18,O_91_Si_597,156.3250947,174.1063059,4,4,0,1.187491606,3.122,-0.171646115,0.144120183
glass_num_18,O_397_Si_601,148.1823684,166.3313241,3,3,0,1.194966015,3.125,-0.222486863,0.120135
glass_num_18,O_43_Si_603,132.9537172,142.9642193,4,4,0,0.532097411,3.094,-0.260915648,0.129444371
glass_num_18,O_421_Si_623,154.9086504,171.2654887,3,3,0,1.13761363,3.069,-0.23481338,7.88E-02
glass_num_18,O_76_Si_626,136.3882541,157.4755841,3,3,0,1.054511964,3.345,-0.219629335,6.54E-02
glass_num_18,O_85_Si_627,160.1289646,173.9215716,4,4,0,1.40154826,3.241,-0.232905317,0.11208446
glass_num_18,O_526_Si_634,146.4067882,153.1028294,3,3,0,2.083354326,3.429,-0.1959485,8.57E-02
glass_num_18,O_454_Si_644,141.3775144,166.3434193,3,3,0,1.310551782,3.381,-0.229219697,0.101285416
glass_num_18,O_37_Si_648,144.2162132,139.0423449,4,4,0,0.896535178,3.471,-0.29489131,6.45E-02
glass_num_18,O_247_Si_651,147.3625065,161.5340288,3,3,0,1.121644739,3.441,-0.247791355,0.110212624
glass_num_18,O_508_Si_653,146.5539347,167.5184714,4,4,0,0.763538606,2.968,-0.215002763,0.185912686
glass_num_18,O_70_Si_654,162.4837443,169.1665112,4,4,0,1.428784831,3.39,-0.192430845,0.134198283
glass_num_18,O_121_Si_656,150.337952,157.590593,3,3,0,0.812742535,3.404,-0.209452475,0.117645102
glass_num_18,O_313_Si_664,165.8998713,162.5416445,4,4,0,0.844875237,3.399,-0.131204047,0.135132728
glass_num_18,O_187_Si_666,151.4716163,175.0080861,4,4,0,1.119041631,2.965,-0.245561017,9.49E-02
glass_num_18,O_31_Si_673,160.3928601,174.2468388,4,4,0,1.82594375,3.187,-0.193207107,5.63E-02
glass_num_18,O_202_Si_682,145.18919,173.1263159,3,3,0,1.204460329,3.052,-0.207722032,0.135536888
glass_num_18,O_493_Si_687,125.0301586,144.1111517,3,3,0,0.827076706,3.499,-0.177264583,0.204408106
glass_num_18,O_532_Si_698,138.5834752,164.4985856,3,3,0,0.976199429,3.415,-0.218503217,0.114229808
glass_num_18,O_406_Si_700,145.5139467,166.8754743,4,4,0,0.9908832,3.098,-0.261895125,0.159272873
glass_num_19,O_466_Si_582,156.1514989,151.6573274,3,3,0,1.151111805,3.217,-0.217773606,6.51E-02
glass_num_19,O_502_Si_587,149.6573477,163.3782756,3,3,0,1.353314512,3.369,-0.223325938,6.83E-02
glass_num_19,O_184_Si_588,167.448338,137.0194374,4,4,0,1.31602374,3.195,-0.243775059,6.34E-02
glass_num_19,O_409_Si_595,135.6511825,174.0337282,4,4,0,1.282335505,3.242,-0.250407293,9.88E-02
glass_num_19,O_274_Si_608,168.7343466,159.9055396,3,3,0,1.367721797,3.125,-0.287835192,3.30E-02
glass_num_19,O_523_Si_610,144.6589727,119.3908875,4,4,0,1.438464015,3.419,-0.229868431,9.61E-02
glass_num_19,O_4_Si_628,140.551637,165.2834722,3,3,0,1.197681472,3.29,-0.235220321,3.98E-02
glass_num_19,O_118_Si_632,133.2563238,159.8372295,3,3,0,1.500157164,3.172,-0.214566635,0.103278763
glass_num_19,O_205_Si_637,152.2336332,168.9286752,2,2,0,1.343353534,3.297,-0.228357891,6.96E-02
glass_num_19,O_460_Si_641,132.2891,168.2282845,3,3,0,1.084373634,3.015,-0.221355079,0.135142378
glass_num_19,O_112_Si_655,176.6799114,169.8922194,3,3,0,1.382634935,3.142,-0.243681875,9.97E-02
glass_num_19,O_463_Si_657,166.6500275,162.5208551,3,3,0,1.024946261,3.238,-0.229901592,0.102207992
glass_num_19,O_262_Si_658,158.5930478,170.4881164,4,4,0,1.123093024,3.043,-0.237898524,7.45E-02
glass_num_19,O_277_Si_661,145.1951957,163.9243783,4,4,0,1.522248172,3.126,-0.254943195,0.135223528
glass_num_19,O_7_Si_662,151.1823293,171.7653285,4,4,0,0.974479901,2.897,-0.21656698,9.04E-02
glass_num_19,O_493_Si_668,158.8418459,163.0523236,4,4,0,1.252879498,3.092,-0.189208216,0.170735744
glass_num_19,O_223_Si_683,174.2771816,159.8494114,4,4,0,0.592760426,3.11,-0.247021727,7.40E-02
glass_num_19,O_364_Si_690,147.6343148,163.1557734,3,3,0,1.199029391,3.419,-0.177370947,0.125474583
glass_num_19,O_325_Si_696,165.9719711,173.5050691,4,4,0,1.292380795,3.108,-0.218601147,7.22E-02
glass_num_21,O_274_Si_599,167.4481704,149.7449644,3,3,0,1.531319822,3.475,-0.208453339,6.96E-02
glass_num_21,O_100_Si_600,149.6550805,165.460429,4,4,0,1.635503599,3.383,-0.262716558,7.02E-02
glass_num_21,O_145_Si_607,162.321043,177.9415027,4,4,0,0.823862255,2.974,-0.302431955,9.85E-02
glass_num_21,O_463_Si_610,157.3053795,156.9974732,3,3,0,1.068995778,3.388,-0.2319838,6.32E-02
glass_num_21,O_76_Si_617,163.2624887,161.1901691,4,4,0,1.737900511,3.383,-0.253658802,0.134622778
glass_num_21,O_196_Si_624,137.8158974,176.8448435,3,3,0,2.022556843,3.14,-0.167318124,0.118851776
glass_num_21,O_94_Si_628,159.736349,168.0409296,3,3,0,1.155929372,3.268,-0.294749823,0.116272193
glass_num_21,O_19_Si_630,171.8901575,168.2986231,4,4,0,1.31592047,2.789,-0.196140636,5.38E-02
glass_num_21,O_421_Si_637,140.4938363,159.9354685,4,4,0,0.323335687,3.195,-0.215862522,7.63E-02
glass_num_21,O_193_Si_647,154.8925442,164.8729377,4,4,0,1.41713235,3.005,-0.244978648,9.51E-02
glass_num_21,O_133_Si_653,163.2739272,169.0561551,3,3,0,0.914434268,3.225,-0.281938526,7.28E-02
glass_num_21,O_241_Si_671,140.3396219,176.2267254,4,4,0,1.147943572,2.876,-0.201190501,0.115187154
glass_num_21,O_271_Si_676,155.3542991,165.2812961,4,4,0,0.565004598,3.082,-0.274874592,7.02E-02
glass_num_21,O_292_Si_677,149.6123621,158.7625758,3,3,0,1.677542902,3.417,-0.218139158,9.63E-02
glass_num_21,O_106_Si_678,163.3185488,149.8846459,3,3,0,1.208380862,3.255,-0.286313238,7.37E-02
glass_num_21,O_61_Si_683,134.9489151,59.75815008,4,4,0,0.030641036,3.367,-0.260173937,9.33E-02
glass_num_21,O_436_Si_686,139.5038985,150.5065991,4,4,0,0.953300212,3.342,-0.269910867,0.122661597
glass_num_21,O_430_Si_693,142.4145321,164.7146106,3,3,0,1.080000817,3.429,-0.210635719,7.54E-02
glass_num_21,O_532_Si_705,165.6305693,165.8791645,4,4,0,1.762283945,3.281,-0.133875769,0.135169369
glass_num_21,O_427_Si_707,140.4241639,175.1601431,4,4,0,1.213783005,3.308,-0.208717614,0.101765133
glass_num_21,O_124_Si_713,142.8000458,177.1352907,4,4,0,1.632228222,3.217,-0.22857019,0.107580178
glass_num_23,O_280_Si_591,145.5162427,158.1306935,4,4,0,0.794657026,3.284,-0.185218786,0.102885667
glass_num_23,O_289_Si_595,167.3550465,152.3587763,4,4,0,1.248273564,3.373,-0.223407879,9.20E-02
glass_num_23,O_73_Si_596,160.30361,168.3516863,3,3,0,1.234647135,3.486,-0.235979517,8.37E-02
glass_num_23,O_13_Si_603,153.4249933,171.9145496,3,3,0,1.204668622,3.133,-0.162756686,0.120433925
glass_num_23,O_7_Si_609,168.2968915,169.4188126,4,4,0,1.769954093,2.988,-0.214887728,7.98E-02
glass_num_23,O_451_Si_614,141.7375709,174.7069326,3,3,0,1.628150458,3.238,-0.205960516,8.06E-02
glass_num_23,O_526_Si_619,148.5549821,166.9121796,3,3,0,1.404926579,3.081,-0.245790068,6.06E-02
glass_num_23,O_559_Si_621,168.4956103,165.2761716,2,2,0,1.526689633,3.434,-0.212752469,7.12E-02
glass_num_23,O_364_Si_635,147.006093,133.855299,4,4,0,0.441966439,3.343,-0.184110458,0.111887701
glass_num_23,O_16_Si_644,165.2049991,172.7305158,3,3,0,1.383575246,3.159,-0.232784644,7.34E-02
glass_num_23,O_352_Si_654,150.1473038,172.0482516,4,4,0,1.187061415,3.078,-0.136575794,5.18E-02
glass_num_23,O_508_Si_657,154.8516795,165.6350494,4,4,0,1.282259435,3.24,-0.187649931,0.156978879
glass_num_23,O_166_Si_684,162.729793,154.5527233,4,4,0,1.110180404,3.462,-0.216603235,0.104672943
glass_num_23,O_382_Si_693,163.6503666,174.9911031,3,3,0,1.190138541,3.095,-0.215632618,8.89E-02
glass_num_23,O_493_Si_696,134.6454119,157.854448,4,4,0,0.759687984,3.267,-0.260417541,0.168195249
glass_num_23,O_223_Si_700,156.6217649,174.5828767,4,4,0,1.219302726,3.278,-0.175280817,0.124223854
glass_num_23,O_460_Si_707,156.401982,159.8749508,4,4,0,0.965318613,3.267,-0.126738792,0.155370869
glass_num_23,O_304_Si_713,156.7970651,168.1394926,4,4,0,1.08854966,3.425,-0.276233749,8.19E-02
glass_num_24,O_415_Si_586,174.2357834,171.1015828,3,3,0,0.845008669,3.493,-0.277793339,0.13385114
glass_num_24,O_454_Si_597,164.1976927,135.3006083,4,4,0,1.861669036,3.285,-0.216909096,7.32E-02
glass_num_24,O_460_Si_598,137.6234665,175.8802369,3,3,0,1.291217075,3.175,-0.206569011,7.30E-02
glass_num_24,O_358_Si_599,142.0260337,160.6712741,4,4,0,1.288667332,3.366,-0.24330738,7.79E-02
glass_num_24,O_442_Si_603,148.5110346,159.3419914,3,3,0,0.903432691,3.381,-0.245359317,8.54E-02
glass_num_24,O_130_Si_611,169.949449,160.5883108,4,4,0,0.728858641,3.174,-0.312764638,8.10E-02
glass_num_24,O_448_Si_620,134.1590809,148.1525479,3,3,0,0.79540402,3.249,-0.159169815,0.173596471
glass_num_24,O_343_Si_628,159.5630351,172.1645819,4,4,0,1.486514566,2.937,-0.185143654,7.47E-02
glass_num_24,O_385_Si_632,137.8803233,169.2861377,3,3,0,0.960246694,3.164,-0.166458635,0.147881915
glass_num_24,O_421_Si_635,163.9364079,163.9766286,4,4,0,1.646018322,3.496,-0.232559517,5.55E-02
glass_num_24,O_37_Si_639,136.7084856,164.8544606,4,4,0,0.574903845,3.411,-0.278666941,0.101743985
glass_num_24,O_424_Si_647,164.9595228,168.0917246,4,4,0,1.917544771,3.147,-0.256152843,4.94E-02
glass_num_24,O_514_Si_648,153.5234728,165.7927563,4,4,0,1.136986209,3.073,-0.293810603,8.71E-02
glass_num_24,O_571_Si_665,152.6398988,174.6272574,4,4,0,0.523510952,2.987,-0.263541879,6.54E-02
glass_num_24,O_232_Si_667,161.2397919,145.2007133,4,4,0,1.417798081,3.314,-0.251548233,9.66E-02
glass_num_24,O_19_Si_671,147.7718006,162.384162,4,4,0,1.065484669,3.402,-0.232775167,9.85E-02
glass_num_24,O_76_Si_691,162.0384761,162.8234609,3,3,0,1.566448415,3.323,-0.303394895,7.67E-02
glass_num_24,O_502_Si_694,179.1695955,163.5968211,4,4,0,1.268078055,3.211,-0.280875653,6.62E-02
glass_num_24,O_136_Si_695,152.6360848,177.2173123,2,2,0,1.237360618,3.309,-0.226926003,3.56E-02
glass_num_24,O_100_Si_696,152.1588392,166.3000828,4,4,0,0.722822809,2.944,-0.28424773,8.67E-02
glass_num_24,O_85_Si_698,136.8064694,161.6845762,3,3,0,1.276834685,3.419,-0.17448774,0.172580348
glass_num_24,O_169_Si_701,160.1607024,173.8267161,3,3,0,1.580832659,3.094,-0.19866334,4.57E-02
glass_num_24,O_439_Si_705,150.1584912,156.6533449,4,4,0,0.866354612,3.209,-0.22491635,0.139947544
glass_num_24,O_64_Si_709,164.1213567,179.0594016,3,3,0,1.14214711,3.079,-0.231938423,6.09E-02
glass_num_25,O_520_Si_603,139.0311754,172.0167142,4,4,0,0.775540725,3.441,-0.185965401,0.137342077
glass_num_25,O_112_Si_610,129.7325973,146.9027126,3,3,0,1.166092339,3.429,-0.209434278,7.44E-02
glass_num_25,O_301_Si_611,169.5365077,168.8483354,4,4,0,0.404928579,3.153,-0.216758254,6.57E-02
glass_num_25,O_397_Si_633,123.5785881,141.2970691,4,4,0,0.482671532,3.397,-0.203959171,0.107554115
glass_num_25,O_130_Si_636,178.2371308,159.1865259,4,4,0,1.202810419,3.397,-0.283593445,3.79E-02
glass_num_25,O_487_Si_639,173.5506365,156.155043,3,3,0,0.695538741,3.38,-0.199144595,5.63E-02
glass_num_25,O_214_Si_655,138.036726,158.6867551,4,4,0,1.174336632,3.445,-0.155157851,0.199475768
glass_num_25,O_304_Si_659,141.0054639,162.7700575,4,4,0,1.620611969,3.443,-0.164456175,0.115378407
glass_num_25,O_277_Si_679,159.0114392,154.3104297,4,4,0,1.209920442,3.3,-0.237293864,9.51E-02
glass_num_25,O_505_Si_680,146.7540742,174.6040595,3,3,0,1.312652373,3.027,-0.178541163,0.100802696
glass_num_25,O_94_Si_681,136.9473002,172.8859297,3,3,0,1.583983902,3.306,-0.16530242,6.99E-02
glass_num_25,O_145_Si_684,150.0988641,165.7650342,3,3,0,1.054282693,3.333,-0.266356116,0.127237122
glass_num_25,O_64_Si_686,170.8136818,158.520491,4,4,0,1.501497787,3.052,-0.239241608,7.12E-02
glass_num_25,O_511_Si_688,140.1639851,170.1079258,4,4,0,1.650965035,3.025,-0.171432119,0.139334757
glass_num_25,O_334_Si_702,151.5066693,163.8658369,4,4,0,1.455823728,3.314,-0.234034191,8.90E-02
glass_num_25,O_385_Si_703,161.3665251,165.8865215,3,3,0,1.503001484,3.306,-0.212604904,7.73E-02
glass_num_25,O_142_Si_705,133.790674,156.1135078,3,3,0,1.307406851,3.325,-0.199689563,2.78E-02
glass_num_25,O_175_Si_718,130.0908113,176.0358754,4,4,0,0.471985005,3.203,-0.238343038,0.15502695
glass_num_25,O_100_Si_720,150.0988641,166.8571221,3,3,0,1.097612246,3.285,-0.193491678,0.180439762
glass_num_25,O_469_Si_722,129.9348015,174.4189915,4,4,0,1.098015085,2.941,-0.225440781,0.143768002
glass_num_25,O_46_Si_723,133.4278207,155.6780319,4,4,0,1.463905909,3.296,-0.19844007,0.117548662
glass_num_27,O_52_Si_602,171.6341495,164.9694847,4,4,0,1.264821985,3.419,-0.207869954,0.158346929
glass_num_27,O_523_Si_605,146.095648,153.9346385,4,4,0,0.182985978,3.005,-0.208700605,7.11E-02
glass_num_27,O_370_Si_609,155.4433341,169.7202922,4,4,0,1.645611131,3.231,-0.198092425,0.10967422
glass_num_27,O_427_Si_618,126.4805562,134.2408852,4,4,0,0.116190957,3.494,-0.145572607,0.203676411
glass_num_27,O_139_Si_622,148.027565,167.9636663,4,4,0,1.025787578,2.946,-0.223605337,8.66E-02
glass_num_27,O_85_Si_637,128.3546652,168.4155845,4,4,0,1.381621491,3.089,-0.174784172,0.194052758
glass_num_27,O_436_Si_642,149.8273771,163.3825426,3,3,0,1.151277611,3.203,-0.223349592,0.171261395
glass_num_27,O_514_Si_646,151.6841948,169.5372474,4,4,0,1.176022026,2.892,-0.200098214,0.128516144
glass_num_27,O_37_Si_649,145.4122137,168.2319939,4,4,0,1.402865218,3.258,-0.254071103,0.111565309
glass_num_27,O_382_Si_665,149.4247789,164.4349589,3,3,0,1.204131576,3.372,-0.24241717,8.38E-02
glass_num_27,O_247_Si_670,156.7874919,172.7933208,4,4,0,1.120451182,3.054,-0.237447687,0.101727071
glass_num_27,O_481_Si_673,139.7190342,54.10107804,4,4,0,0.103662891,3.334,-0.26942115,6.91E-02
glass_num_27,O_388_Si_685,145.4567279,161.2905889,4,4,0,1.122545153,3.195,-0.217894732,0.114950022
glass_num_27,O_535_Si_686,149.7675477,173.5308941,4,4,0,0.700933988,3.009,-0.247779929,6.77E-02
glass_num_27,O_262_Si_697,135.2611809,147.9736427,4,4,0,0.418395206,3.386,-0.21004182,0.116760533
glass_num_27,O_205_Si_704,150.6673037,168.4297226,4,4,0,1.200913389,3.16,-0.162726158,0.14562659
glass_num_27,O_520_Si_709,167.5218219,168.1557797,3,3,0,1.199127932,3.222,-0.216787031,0.124191008
glass_num_27,O_295_Si_711,146.2267173,163.8151221,4,4,0,0.980092144,3.174,-0.238804377,7.84E-02
glass_num_27,O_550_Si_713,161.0619251,163.1931788,4,4,0,0.835779361,3.073,-0.29742303,8.54E-02
glass_num_27,O_175_Si_715,155.037038,172.5701869,4,4,0,0.548639811,3.154,-0.322376834,0.113542774
glass_num_29,O_94_Si_610,128.0842863,154.5875483,3,3,0,0.183124317,3.305,-0.189828933,0.157334648
glass_num_29,O_187_Si_616,160.5758987,173.1088698,2,2,0,1.28756589,3.243,-0.204928617,7.73E-02
glass_num_29,O_244_Si_620,142.0590076,162.3310324,4,4,0,1.774434016,3.403,-0.156492471,5.42E-02
glass_num_29,O_130_Si_626,152.948901,161.462437,3,3,0,0.745528081,3.449,-0.246710489,0.114063392
glass_num_29,O_385_Si_635,136.0851734,151.7998717,4,4,0,0.956064988,3.312,-0.183745321,0.114812235
glass_num_29,O_259_Si_645,145.9862015,163.4823488,4,4,0,1.562846798,3.209,-0.278764224,7.92E-02
glass_num_29,O_406_Si_654,154.9993014,170.3130896,4,4,0,1.271017713,2.992,-0.269744673,6.04E-02
glass_num_29,O_538_Si_657,141.968259,168.8216091,4,4,0,1.283337863,3.303,-0.262086696,0.109579214
glass_num_29,O_19_Si_659,148.5013142,161.0635886,4,4,0,1.314797591,3.404,-0.224557421,8.88E-02
glass_num_29,O_331_Si_660,146.4409635,161.980247,3,3,0,0.937668615,3.052,-0.193132591,0.100762264
glass_num_29,O_4_Si_661,143.5679426,154.9512572,4,4,0,1.269894844,3.255,-0.137037031,0.117918361
glass_num_29,O_346_Si_671,160.4291256,173.754204,3,3,0,1.337881249,3.108,-0.269651594,8.16E-02
glass_num_29,O_1_Si_672,143.8042606,172.5790234,4,4,0,1.241842303,3.2,-0.24231947,0.162076093
glass_num_29,O_286_Si_673,153.8408796,155.6227113,4,4,0,0.555764119,3.458,-0.206079348,9.57E-02
glass_num_29,O_535_Si_675,176.9446552,166.328841,4,4,0,0.821911728,3.248,-0.283604338,8.47E-02
glass_num_29,O_13_Si_676,138.0373339,170.1924241,4,4,0,1.044529337,3.125,-0.178363992,0.167218212
glass_num_29,O_181_Si_696,162.8808878,165.5160518,3,3,0,0.937941493,3.466,-0.290303371,0.137114207
glass_num_29,O_583_Si_698,160.4291256,155.5982018,3,3,0,1.150580277,3.356,-0.245344298,9.26E-02
glass_num_29,O_127_Si_707,160.1185306,166.1451345,3,3,0,1.682464717,3.297,-0.238465453,6.42E-02
glass_num_29,O_208_Si_711,124.9096773,174.3990512,3,3,0,1.008547271,3.12,-0.21048733,0.147384839
glass_num_29,O_526_Si_714,131.1595101,169.7041643,3,3,0,1.276715841,3.351,-0.229206781,8.06E-02
glass_num_30,O_7_Si_577,166.3070214,161.824274,3,3,0,1.369795516,3.377,-0.311849268,0.11211353
glass_num_30,O_46_Si_580,178.3289579,174.9017264,3,3,0,1.244021096,3.145,-0.23066205,0.109624771
glass_num_30,O_151_Si_585,161.2899331,150.7035122,4,4,0,1.06920668,3.411,-0.232779338,5.07E-02
glass_num_30,O_298_Si_587,178.477061,146.8181019,4,4,0,1.085288748,3.494,-0.277805969,0.107668934
glass_num_30,O_100_Si_593,173.5668,171.2610929,3,3,0,1.548401047,3.142,-0.25833428,5.51E-02
glass_num_30,O_460_Si_598,163.224299,171.2685797,4,4,0,1.468294281,3.236,-0.28289073,9.88E-02
glass_num_30,O_49_Si_612,136.2029692,155.7156029,4,4,0,1.088630642,3.034,-0.206839669,0.123892304
glass_num_30,O_109_Si_614,176.6944408,136.8014766,4,4,0,0.75123334,3.315,-0.294609159,0.118441309
glass_num_30,O_106_Si_619,143.9666735,172.6279445,3,3,0,1.712195346,3.061,-0.272640217,0.122011681
glass_num_30,O_565_Si_633,142.8269723,71.50145932,4,4,0,0.618397091,2.832,-0.245389054,0.168303563
glass_num_30,O_178_Si_641,167.7495157,154.0797198,4,4,0,0.911389296,3.407,-0.26964693,7.39E-02
glass_num_30,O_10_Si_643,151.6519148,170.0850657,4,4,0,0.699553786,3.252,-0.259859361,0.114981393
glass_num_30,O_391_Si_646,165.5201958,168.5712902,4,4,0,0.925105175,3.183,-0.202172657,0.137834779
glass_num_30,O_133_Si_652,158.524868,167.0320256,4,4,0,1.505736994,3.206,-0.250468479,0.1526617
glass_num_30,O_187_Si_655,171.6410446,176.5185548,4,4,0,0.899151923,3.357,-0.277058861,0.141412072
glass_num_30,O_124_Si_657,162.0433334,168.7757532,3,3,0,1.391633176,2.999,-0.263080704,5.44E-02
glass_num_30,O_91_Si_663,169.7952321,173.1672272,4,4,0,0.858214366,2.873,-0.219074957,8.54E-02
glass_num_30,O_463_Si_691,167.6325928,171.65708,3,3,0,1.23748383,2.964,-0.180310802,5.21E-02
glass_num_30,O_502_Si_696,128.9377134,48.89956634,3,3,0,0.539447292,3.454,-0.217295836,0.181586292
glass_num_30,O_121_Si_701,141.1312507,169.570457,4,4,0,0.870480632,3.133,-0.235560946,0.107907266
glass_num_31,O_274_Si_574,167.6311182,167.988898,3,3,0,1.403725662,3.318,-0.23875622,8.96E-02
glass_num_31,O_568_Si_585,163.3802297,167.0778033,4,4,0,1.303050433,3.106,-0.255281198,8.37E-02
glass_num_31,O_211_Si_605,129.9877993,168.271848,4,4,0,1.131034838,3.352,-0.207978714,5.60E-02
glass_num_31,O_58_Si_606,142.9670852,168.6067836,4,4,0,1.192848628,2.969,-0.265672049,0.141982312
glass_num_31,O_91_Si_628,133.4525538,161.7495023,3,3,0,1.016032798,3.343,-0.224680402,0.107938268
glass_num_31,O_226_Si_646,141.8674732,160.2074434,4,4,0,1.496477884,3.193,-0.214822848,0.110840365
glass_num_31,O_472_Si_653,138.9694001,173.0040709,3,3,0,0.816500604,3.062,-0.283608761,9.88E-02
glass_num_31,O_541_Si_664,150.964522,160.6766611,4,4,0,1.674151466,3.362,-0.19846233,7.52E-02
glass_num_31,O_175_Si_665,166.1637533,173.2169815,4,4,0,1.114614556,3.267,-0.222362339,9.25E-02
glass_num_31,O_229_Si_667,153.6274049,125.3644475,4,4,0,1.809437802,3.401,-0.19414692,6.96E-02
glass_num_31,O_511_Si_670,138.9694001,165.1960476,3,3,0,0.806290184,3.318,-0.300821864,0.112055124
glass_num_31,O_442_Si_672,164.820611,163.9051726,3,3,0,1.269633289,3.156,-0.226054382,8.47E-02
glass_num_31,O_343_Si_673,155.7380995,159.3102816,3,3,0,1.076426276,3.379,-0.237022355,6.48E-02
glass_num_31,O_355_Si_676,167.1331074,169.3340049,3,3,0,1.63140572,3.469,-0.218678718,9.78E-02
glass_num_31,O_154_Si_678,146.2685016,163.0656432,4,4,0,1.032582566,3.112,-0.178776118,0.154719094
glass_num_31,O_409_Si_687,144.7029465,168.7268318,4,4,0,1.120284945,3.138,-0.213487933,9.16E-02
glass_num_31,O_199_Si_688,152.2152455,162.4489612,3,3,0,1.291079433,3.437,-0.261612367,0.118606636
glass_num_31,O_493_Si_700,143.4908624,162.0762472,3,3,0,0.837835823,3.257,-0.215559729,0.115262418
glass_num_32,O_133_Si_586,155.0553746,158.0274474,4,4,0,0.835645272,3.47,-0.20781515,0.116007202
glass_num_32,O_466_Si_610,167.4625669,59.69882114,4,4,0,0.260352173,3.223,-0.2962568,0.123866973
glass_num_32,O_418_Si_613,131.2350523,126.7731859,4,4,0,2.660334693,3.332,-0.17402961,0.198953666
glass_num_32,O_175_Si_617,140.1427236,132.5929013,4,4,0,1.805394713,3.421,-0.206506638,0.133736529
glass_num_32,O_187_Si_619,147.4066383,172.5213494,4,4,0,1.003262767,3.451,-0.309708937,0.10165734
glass_num_32,O_97_Si_629,151.6708614,158.4003566,4,4,0,0.679182132,3.209,-0.204170088,8.60E-02
glass_num_32,O_55_Si_635,161.6496034,160.8716413,4,4,0,0.985430218,3.434,-0.171708025,9.09E-02
glass_num_32,O_70_Si_639,159.1266242,126.9154656,4,4,0,1.636570142,3.473,-0.212324595,9.66E-02
glass_num_32,O_556_Si_647,127.8804708,152.9919346,4,4,0,0.125110265,3.318,-0.230184093,0.112043371
glass_num_32,O_409_Si_651,161.2781316,161.9900058,4,4,0,0.894986319,3.393,-0.183755728,0.102288225
glass_num_32,O_220_Si_663,140.778601,72.61245738,4,4,0,0.780121579,3.135,-0.207390757,9.57E-02
glass_num_32,O_358_Si_667,167.6814737,151.5078515,3,3,0,1.077204785,3.407,-0.275110416,0.148222633
glass_num_32,O_214_Si_683,150.5426882,178.4604806,4,4,0,0.884971757,3.216,-0.159542021,0.142802421
glass_num_32,O_334_Si_685,148.2425527,178.496704,3,3,0,1.420534545,3.307,-0.287545951,6.80E-02
glass_num_32,O_388_Si_686,137.7416495,169.1235868,4,4,0,1.492902256,3.33,-0.180636853,7.96E-02
glass_num_32,O_571_Si_688,156.7849808,164.6004879,3,3,0,1.652290147,3.323,-0.229366134,7.75E-02
glass_num_32,O_166_Si_697,172.329796,165.6690981,4,4,0,1.394484027,3.212,-0.260791904,0.100243663
glass_num_32,O_253_Si_699,175.4240014,169.7123068,4,4,0,1.126775871,3.08,-0.214962521,9.26E-02
glass_num_33,O_283_Si_584,141.1840846,171.7715695,3,3,0,1.298693091,3.045,-0.212338665,7.61E-02
glass_num_33,O_49_Si_597,140.4019002,172.7459122,4,4,0,0.862996256,3.201,-0.291847204,3.48E-02
